RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
12423,2690,Loma Linda,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,314475,444056,446067,451774,458941,466291,475404,483479,493228,503890,515702,528636,300017,1032877,648676,2182765,2000963,671972,723004,722946,722945,722356,719122,714517,709357,705791,705426,710348,652432,726983,736457,746027,754338,756241,758562,761864,637231,515071,519910,529271,540479,548420,553036,558290,564126,748598,615377,802880,579363,592895,228338,472052,635741,627172,529423,493177,548574,856299,501021,507671,394934,417175,386639,398610,405030,165769,169842,174776,178872,181495,183286,185387,187885,189913,191430,193280,194494,195877,196863,197411,196910,195471,194088,254414,526517,678107,1530012,470796,532342,528096,582911,578686,572659,566652,559652,554666,546924,401806,351667,342139,512805,823927,817989,358554,796929,388747,380353,375260,370858,368710,368332,364234,362656,354879,352344,348373,351264,353718,358009,275686,370786,366486,606734,612211,611674,610956,605792,602328,373034,589786,328905,330428,330225,326410,324352,323264,321990,321437,319886,316575,313288,310941,310241,310193,331947,309455,74792,74730,301723,304366,306828,385776,387938,391331,202736,204765,327920,209187,65516,215509,68337,71267,73395,74119,74907,75909,77467,78121,70752,71580,83511,72977,73990,82496,76495,82652,193710,193735,194131,195746,199271,146082,168110,247534,73166,75953,250253,79374,251327,103849,103983,102557,191851,197427,198895,120336,114751,120654,203327,235293,203688,204863,205065,206748,124510,281003,282654,285457,112309,115751,116750,118035,118214,121122,124613,128126,129711,131181,132477,135085,139265,144588,150278,154799,160302,163757,165958,165718,167773,329924,330590,331300,101039,175193,103820,224697,332538,228449,230571,332713,230798,231597,235144,237393,236460,236855,237243,260243,107882,260593,343552,207699,446478,442810,291266,299529,310105,318757,328452,336842,452187,352934,358680,362996,366978,438947,442410,445704,448884,444522,451776,459695,475095,448593,467645,521932
41317,2862,Twentynine Palms,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,195464,310326,312074,315905,320031,324747,328708,486336,498734,509058,519363,530254,477438,595535,445835,501580,2183114,2002879,670702,670117,669980,668586,662089,656867,651122,648590,646743,648335,2021595,174741,175865,177327,179334,181287,182913,185189,691856,671474,682373,699722,715700,723417,724997,732796,741605,551245,574930,217541,793969,776355,745570,377993,815116,862039,487831,413737,499550,673017,455676,462647,214303,220242,537130,547975,559913,412762,423391,437472,448587,454923,458570,460611,462961,459157,462036,465751,473517,476969,476774,476804,475097,474921,473667,192492,388487,479730,666976,1515375,424821,421020,478420,474806,470724,466469,461586,458021,452103,583307,394451,389141,418658,320997,308544,541616,278921,783838,771494,767043,761669,760719,762686,758909,757248,747111,745849,741109,746476,750750,760224,361383,277903,777525,375199,378890,378991,378765,376292,375102,285185,369442,328236,327398,326408,329876,327861,326243,324946,324509,323156,319262,315700,312570,311746,307820,715861,309151,310946,309654,74734,74883,75542,308897,310829,313754,395499,403672,80134,418374,212157,432851,221318,226071,229935,230438,231405,234972,239723,244298,79863,81712,256099,84572,83409,254930,81984,257956,76302,74843,74128,73865,73555,201648,146554,170441,246396,248331,171212,250870,169250,75689,73604,73609,103149,116938,118376,231226,77599,234731,119994,162998,121231,120901,121104,123096,244912,210856,211850,213441,286194,287553,285766,286090,286583,290000,294049,297958,301508,303759,306118,307323,308713,308613,308564,309322,311923,314186,313987,312339,312125,170017,173484,174999,332052,312063,333273,103315,176493,103344,104840,177708,104946,104304,104623,106244,105667,105421,104391,145256,342055,246726,426431,348547,274064,214890,445532,446713,446806,451222,460710,471716,575198,409345,418390,427221,438658,371960,375553,379272,381384,384334,385546,384742,383986,480215,322464,550053
28136,3269,Bloomington,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,302063,316869,320387,326328,332985,339409,347249,332739,337923,344832,353281,362362,616739,198861,1062487,1124400,3728717,2186453,2003484,2017931,2036712,2039892,2025635,2006593,2003044,2006402,2013319,2017398,2206166,659296,666461,673996,679723,681608,685190,688096,517788,514865,513187,514903,524647,535185,537876,538375,542109,775724,749775,713244,541260,589463,2095323,655015,611009,581579,404098,706658,422583,914355,564109,571774,631187,254812,425664,435143,439956,574362,588637,603268,616568,624890,627039,629568,632496,635013,639815,645889,651912,655421,661720,666120,667510,662051,659620,470665,652201,1154491,674875,658592,464127,459528,522724,519057,514669,510238,504082,499288,492650,537265,575849,570301,462996,375628,366808,482711,348471,266033,256597,248894,242043,236645,232667,227055,223434,216556,213334,209255,209696,209289,211051,767428,364684,216381,281737,286844,289513,290626,288981,287657,361419,281588,584358,328162,328167,325257,322414,320422,318506,318143,316844,313859,310658,308803,308557,307578,213096,553344,311966,311388,310012,312023,314102,76210,76999,77543,317304,322877,335388,332773,425255,343473,440164,448694,457442,465628,469479,471947,474927,478534,247653,251905,493319,257096,256510,485918,255678,482551,82446,82109,81861,81467,80998,72571,203501,147813,171210,171474,149625,169837,150861,251929,255752,259694,73917,232548,231479,191450,268713,180659,234869,115538,236620,240414,241762,243574,141306,125980,126939,128226,214425,216849,215013,214637,213767,216846,219296,222282,224480,226728,227877,229176,231167,232887,233004,233273,234691,237644,239030,239358,240107,312166,312675,312731,175791,244241,174988,332954,312434,332462,332626,315417,333080,333343,333687,333600,333604,333924,333495,284593,191948,112152,264503,435856,264115,360753,219119,222315,227760,232642,241505,248522,347394,457624,462568,468374,476097,449704,460980,471613,483833,491411,495880,493143,487814,382304,443736,433704
45510,4843,Grand Terrace,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,309121,196055,198096,201700,206469,210367,215160,355818,365286,373363,381605,390124,514667,610129,1050983,656051,955730,3727016,2183532,2188851,2192927,2193585,2182241,2167412,2158824,2163240,2178129,2194216,3824252,2029107,2041632,2056800,2066196,2054268,2048712,2041591,891542,674040,679748,697697,719021,739437,747892,757665,767049,523882,566633,2022028,667543,807635,2429639,618786,847937,717207,692848,683915,717852,610452,510080,516816,438568,321290,226186,232198,237600,446903,457128,474981,491841,505305,513793,521293,525420,527013,528798,532011,535201,537186,539457,538361,535981,530086,527553,654386,472755,458366,676066,667593,1501640,1494102,416265,412542,407555,402946,397126,393435,387590,444422,526995,519867,351039,555069,547869,391813,531627,340570,333372,328859,324633,322359,321525,316974,313166,307969,308887,308253,310026,310217,314144,212693,773979,320337,368333,370990,371197,371074,368768,366305,767736,355681,366584,582351,580713,327323,324832,323436,322262,322170,320931,316860,312450,309197,308572,551877,292354,345629,310443,309743,311703,313884,316181,315873,317346,320252,78338,79165,342045,80873,337668,82454,349339,357335,365612,374279,378190,380741,383100,386458,485101,492866,401804,491008,486437,399144,485968,399002,259088,258746,257540,257146,258805,81451,71309,203822,148373,149031,207566,150106,207811,169423,171684,173434,262378,187714,187073,112590,180587,116850,171056,76364,152218,143060,137261,137182,110396,248156,248673,250563,128648,129289,128438,128060,127006,128428,129263,130928,132366,134327,134755,134601,136036,138118,139375,138027,137257,136594,135919,135246,135872,240842,241712,241906,312102,136693,311688,175254,245458,177739,178523,247947,177090,177020,177077,177711,176956,179149,181387,131597,334841,346925,252163,269244,122936,457344,365925,370901,380643,388028,398160,405304,488780,585915,595059,603672,616627,483486,489318,494038,498120,503405,504941,505277,502036,481088,405006,448231
30459,5025,Big Bear City,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,81931,303492,306634,311627,317004,321719,327866,220107,225605,230112,234557,239156,648832,206510,605063,451748,2198627,943976,3723984,3741397,3757915,3766366,3743689,3714023,3697566,3712144,3744795,3783647,874748,2223715,2245605,2272590,2293870,2294144,2301520,2303447,511484,502833,505086,508112,509873,509327,508498,511889,517390,650661,780990,2341522,714458,549487,4195135,801284,575954,763534,671051,845161,693055,753045,437765,444935,481169,539989,260863,268200,273424,244209,250942,257428,263474,268326,273417,278091,282420,285287,287858,290593,293720,295641,296675,297486,297404,296918,295263,524196,367584,523506,1147426,666985,648380,642586,454091,452713,448247,443796,436900,432837,428265,485229,434399,426813,402303,504936,493592,436686,467716,522439,513845,509817,506879,506501,507429,502928,500299,493655,494252,492392,496365,498590,505638,317038,215195,517551,781614,787014,786091,785756,781469,777464,220689,756642,278557,365399,364772,580085,576787,575721,573891,573723,571210,565785,560074,555836,554047,343926,474500,263946,310030,308794,310213,312614,315382,318791,321391,325121,323613,330057,338305,340707,81727,351704,83305,84117,86481,89069,91859,93309,94709,95808,392527,399910,99848,401204,398633,102779,400269,105346,482361,482745,487414,489415,489714,261057,82351,70856,204679,206116,74084,207757,75540,152160,154294,155721,175822,105760,109625,77639,159305,76774,116061,276045,114419,115187,114123,111148,78798,144716,150004,155317,251894,255573,252617,251441,250095,254555,257641,260572,261542,262720,264725,267410,270542,272495,271941,272796,274949,278826,278972,277098,275966,137303,138140,138153,242953,277205,244874,312341,132222,313181,314456,132652,316273,318235,321082,324004,323403,324113,324722,127114,263726,199283,116304,258370,358308,278158,470898,486679,503860,515801,529813,544980,258540,353239,358019,363088,370734,630730,643602,655373,662442,666670,665282,661203,656290,502630,207612,457698
396561,5303,Muscoy,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,104627,310836,313904,319374,324723,328656,333037,335178,343810,352032,361655,370586,470949,461055,200849,1068844,500405,2197914,936190,924341,906911,885781,870150,864664,863241,864409,864068,868239,2166152,3878218,3942408,4005568,4050089,4046710,4047183,4049114,539169,639484,641466,643067,642823,640604,638157,640218,644665,697644,527857,4037924,556351,676976,984884,611304,710414,599338,841376,655127,849175,794525,737819,748748,630444,402674,327950,335489,341346,279533,284933,293006,300419,306589,310247,313159,315147,315996,317467,319635,321699,322856,323641,323739,322516,318892,315208,293380,519388,387944,756487,1140630,658606,652907,1484019,1476158,1464920,1454433,1438325,1428051,1413129,380220,477132,471098,1389318,411465,401552,320113,379844,455789,444482,440471,438090,436385,432402,422612,414014,402118,396119,388307,386780,385142,386856,511350,319779,398812,218069,221134,222442,223102,222074,221318,317319,219803,351348,278087,277598,364107,361651,360399,358887,358569,356895,353124,348900,345791,345053,262764,355092,333030,554285,552599,308747,310626,312734,318124,319896,322398,329250,336132,340060,347643,345704,359140,358171,366508,375152,384022,388832,392285,395211,398740,97082,98405,413644,100800,101791,409887,104156,409270,400171,401837,406385,408574,409200,490314,263701,82994,71758,72981,84956,74297,83725,208064,211012,213383,156778,74994,76956,267143,213689,271233,77502,182472,75860,75932,78572,80537,279635,109462,110053,109146,160378,158180,152206,146882,144856,142222,140219,140593,141705,141510,138383,135077,133746,131682,131684,130632,133072,136582,138622,136609,135672,275616,275172,274839,137711,145133,135832,245392,282001,246508,246986,285748,248628,249823,250961,251513,250588,252069,255058,67635,148085,340276,349003,120022,218530,271467,282643,288508,296939,304452,313438,321556,414987,498549,506647,513410,521599,379454,386522,393194,396872,400291,399479,397555,395411,654894,398421,377094
32988,8663,Mount Shasta,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Siskiyou County,183483,82002,82131,82411,82719,83065,83516,340146,347563,355590,363423,371745,1240158,678281,617419,1067815,1128200,495278,2195699,2198006,2198870,2191194,2169191,2149436,2137230,2142490,2148104,2161099,510150,886725,898592,910742,921703,926024,933709,937011,668758,693952,696151,697794,696482,692175,687951,689147,692839,538339,653967,958245,893677,724583,2326278,834554,757715,953903,640276,891777,661784,629261,710068,719379,563277,222206,549459,564074,571995,348561,354872,361511,367199,371857,374331,376895,378544,379493,381297,384156,386958,387837,389152,390433,389905,386797,385033,311701,489642,653302,2276047,748743,657186,652402,635205,632270,627451,622871,616779,611356,604266,424704,370955,362389,567425,455408,445644,362330,424289,370813,361526,355283,349270,345889,343797,338351,333927,326911,325441,322186,322911,322995,327079,392403,516177,333489,321986,325687,327333,327269,324580,321359,515338,312300,747727,350082,349024,277525,275970,275741,274293,273465,271941,269686,267731,265520,264339,331312,298846,719951,346695,345985,552640,555669,558926,315407,317999,321912,325608,332370,594284,343656,352734,354079,365781,374015,382382,390503,394839,397924,401011,404560,404984,412303,417346,412814,409710,412055,410459,410423,106505,107436,108358,109271,110197,409878,495410,266165,83510,84382,265975,84361,262412,75399,75744,74612,214830,264551,265687,179791,79279,181553,273385,160874,276644,276931,275903,277470,185392,76692,76251,78687,108143,105429,105285,105744,107549,105177,103749,103267,104965,106226,107464,108644,108133,108671,109616,112769,117068,119974,120909,119318,117604,135857,139453,141953,275156,111164,278210,133538,136795,131778,132530,131664,132963,134783,137506,139592,140522,141746,142923,377452,288099,268448,205256,352127,354667,126010,279761,289594,300859,306205,313416,320624,566742,264014,269958,273273,277790,530954,538031,544429,550089,555072,564133,571590,576942,396607,181994,473152
40731,8673,San Andreas,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Calaveras County,202169,104369,104470,105049,106442,107714,108690,84045,84575,84035,83433,82850,465849,451462,208585,613235,658592,1125402,493040,491682,491706,490978,487032,483045,481519,486115,491991,501209,1046996,2184533,2195954,2214602,2228412,2229082,2236678,2232031,920030,519460,520818,522703,523569,523278,522906,526530,531655,876765,700151,2235514,545971,565426,614018,567996,593810,586003,879048,596445,902662,1000156,864747,878320,513210,640873,410562,420719,427856,579929,586869,599396,607815,613630,616715,626591,633718,638265,641397,646369,649514,650329,654419,658327,658469,653958,649173,382559,489335,466466,414424,2254534,1130978,1127089,645461,641011,634012,627552,620116,614964,607308,1398879,419377,413507,566728,340253,328632,1374740,308847,414189,403716,397747,393567,390807,388904,382257,378014,367549,362565,355040,354237,351685,354165,330431,397366,360574,520107,526270,528677,529988,525613,521572,386894,508573,219547,745414,744326,347522,343943,341877,339898,340318,339908,337192,334274,332220,332374,711128,310275,214502,265064,265032,346450,348761,350937,561703,563218,567270,325841,333270,376584,346854,348490,358815,359660,366754,374039,381284,384825,387347,390123,393025,410321,417071,406916,415571,411938,401816,412447,398711,410656,412102,416037,417296,417514,110874,414437,499175,267217,267214,501262,262683,503942,82668,82568,82203,74998,177644,179185,158579,91524,160147,182056,214777,181857,181804,181497,183362,163821,281194,281061,281558,81430,85173,87917,89408,87581,86465,84400,84541,83627,84352,84771,85898,88186,88094,84858,82496,79823,78128,74869,74277,75189,116796,114876,114429,146322,79388,140768,280252,112229,284562,285732,113484,285153,285758,287448,287314,283023,280453,280671,228438,133481,151367,344404,212161,283956,364134,129778,134928,142278,150971,156325,158528,330568,419175,422924,426919,433189,279563,280375,281249,281906,283063,283165,282489,279792,581700,162769,498540
35723,5496,Joshua Tree,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,199955,184065,185370,187327,189929,192729,196182,109395,110292,109816,109006,108066,884335,512911,464936,203912,456838,654539,1123572,1118804,1107722,1094044,1080241,1067203,1055046,1042689,1036928,1037739,612361,521023,530866,541250,550459,554100,559905,564346,768757,895765,895531,895349,890274,883169,874069,871088,872823,530693,542344,583347,578826,905394,1133410,699944,946858,623558,588974,736071,603956,616789,678657,683821,469492,445790,227913,196368,198481,435220,439730,445737,452323,458733,464531,468792,472253,473347,475069,477082,479448,481190,484305,486445,486805,483137,478901,641266,228777,365795,671344,405872,738875,735171,646274,643630,636908,630299,621377,616941,609490,593772,1387611,1388408,571816,389975,375705,537100,347519,299572,289033,281994,275184,271264,267858,261713,257142,249692,247140,243457,244292,245365,249752,356609,332761,256603,396193,396138,395441,394645,392223,390004,329875,381234,308962,220215,219904,743657,740243,738665,735899,734508,730531,722480,715413,710875,711419,211745,244147,293216,334776,335372,265808,267956,270510,352876,354854,358376,572869,584389,295413,604705,352409,625182,365648,374194,383266,392144,396849,400091,402836,405898,398561,405405,418576,405869,402472,414854,401504,413000,410647,411146,414708,416090,416101,418255,111445,417741,502914,502721,422348,501639,426034,262955,267838,270935,84017,157335,157973,212658,275958,214721,160675,83094,160116,159899,160097,161911,221731,188081,189594,191046,283252,286384,287409,288878,290326,294116,298365,303962,312035,320278,325803,328691,331789,335101,339103,341759,344800,345355,343874,340987,340379,75801,76533,77981,113044,344482,110547,137444,76474,135480,133735,79918,132395,131079,129780,127958,125694,127007,129840,210999,130032,291707,272757,348798,164188,222265,366363,366662,366646,370464,377382,385206,333355,580504,590653,599651,611636,439538,444042,445933,445247,446023,444568,442209,435742,275986,62926,669274
9058,5944,Mentone,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,182898,202857,204145,206084,208455,210968,214027,200553,205204,210294,214534,217992,552791,200907,678399,628248,1072888,458871,649818,649115,646653,643280,633031,623715,614314,610061,608403,610214,478061,1063089,1077053,1087696,1096322,1098858,1101515,1102925,477023,513539,514875,517623,519003,519505,518843,521450,525597,559664,878821,1075346,695883,554071,697625,748078,580483,745150,726922,779874,745213,662016,923816,934355,260352,489045,647718,234698,238832,199338,202624,206702,211068,214438,216340,218599,220829,222477,223945,225013,225573,225226,224899,225160,225322,224656,223757,475225,338033,519118,470785,664212,2231442,2216764,1121530,1118244,1109825,1099109,1089194,1083223,1079240,597262,583098,574923,1057378,1390318,1382199,530433,522937,333538,322056,316444,313055,310112,306885,298976,292630,278452,271124,262300,263309,263050,266016,253020,359330,276525,334914,339088,340176,339822,336234,333540,350376,325315,503661,308427,308239,220154,219454,219838,219420,219155,217961,215654,213227,211839,211933,291422,276757,475315,723886,724093,336211,338763,341534,273592,275975,279045,362690,370302,368083,382735,614285,395707,635051,646354,658275,669736,675425,678960,683490,689283,411325,417634,711554,417335,414593,702395,415061,699727,398782,399155,402933,404947,406053,416110,423092,111536,421259,422003,112918,423888,113010,508905,512746,518061,273105,213912,212653,77499,529935,80861,214636,92203,214757,216607,217553,220143,85875,165560,166297,166748,191166,192139,190955,191498,192077,194772,196216,196932,197483,199198,200870,202506,204809,207014,208297,209303,211885,214870,216549,216437,216903,340574,341703,341318,78014,219165,78271,110839,344299,112002,111335,350416,115443,118073,118692,120958,122808,123802,125919,264037,70031,137561,154934,278250,303817,361081,230519,240949,258190,268914,279684,287990,160122,334175,336877,339826,345614,624962,634910,643645,649642,654533,655320,654691,651756,431678,457952,401081
5482,6127,Lake Arrowhead,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,276658,200518,201652,203290,205382,207811,210770,218039,222276,226658,230247,233000,547834,1974613,453671,212078,1076205,1073206,461025,463460,467960,470616,471040,468923,466941,467375,469621,474403,1038405,619038,625093,632588,637175,638291,639219,637956,751221,540579,541958,543851,544965,544730,544604,547817,553258,677380,533727,664862,976978,588432,568816,585500,617279,1050579,771704,614892,787806,778271,618588,629613,577295,641706,451779,654905,660108,244856,249011,254735,259966,264550,269199,272812,277358,281899,287324,291750,292928,293818,295282,295243,293321,290220,288533,223152,869872,483319,1151450,462716,400100,395956,728477,722982,715423,707541,702123,697710,691288,601425,586045,577585,641259,560236,549973,525130,517570,1291438,1257418,1255207,1250199,1245040,1250908,1243360,1247101,1221264,1208819,1177574,1175445,1179404,1200176,269221,255692,1237062,362106,364641,362807,360798,356518,353905,264314,346112,377908,501293,500319,308254,306073,304940,302820,301900,300375,297571,295111,293126,292589,473622,1163935,355061,215967,215816,726478,732247,737331,344568,346782,349707,282655,289245,780097,301145,388615,312311,402986,411431,420983,430525,436063,439770,443456,447841,699305,710706,465178,708695,702897,460813,702852,460230,413394,414229,417691,418778,419060,407112,420078,426622,111805,111990,429785,112757,433420,429492,432066,436166,526391,74873,75674,89985,446045,92126,81482,280166,84391,86279,86514,86784,94680,224417,224346,226023,166776,167965,167532,168707,170447,174629,177954,179978,181258,182700,184156,185496,187461,188848,190036,190945,194096,196948,198646,199171,199826,217353,217850,218182,342181,200337,344561,77893,221086,77408,79226,221487,79150,77308,75656,75038,73747,71076,67966,107962,376908,130487,295949,159562,151175,289693,367713,374428,383946,390923,399353,405741,398468,340037,343636,346667,350761,351729,356541,360348,363421,367842,369265,368697,365989,649888,367968,575638
38070,6273,Crestline,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,199655,183268,184344,186002,188280,190686,193431,214891,219080,223558,227031,229644,989193,372345,80819,470313,615581,1082809,1080379,1085687,1085190,1078627,1073347,1066255,1065942,1064706,1051155,1038948,1032565,484104,489801,496412,501524,503850,508126,510559,768776,671532,672630,674407,672962,669917,665669,666996,671118,950685,563938,544728,798513,705855,1064148,933804,738922,860548,607359,978714,622739,1102350,762934,775320,522166,574767,494420,458146,463360,670690,680729,688491,692633,697479,698040,700435,702311,705979,709585,711363,713871,712192,707316,700755,695050,692718,688338,285517,374403,488248,452494,1144617,657108,651452,2196680,2182307,2161641,2141149,2115344,2100060,2075863,1071986,591446,584115,2025712,556404,542127,1059545,501515,512875,502164,494448,483516,476251,470306,461300,454367,441284,434906,427603,426531,423807,425688,1220111,273235,435779,259778,264040,266876,268844,268256,267499,282740,261242,320958,376067,375759,499231,495201,493089,490569,490215,488025,483363,478925,475828,475017,354305,384598,299781,294377,294104,216388,218316,220843,740953,739667,741882,353482,361561,240881,374496,306483,386268,317906,324564,330851,337020,340091,342493,344869,347239,455132,463705,358497,463853,460308,354257,461866,353937,702040,704738,712254,715456,716727,419666,411360,423509,430077,430057,427449,430754,430248,112768,113563,113860,442848,85615,87968,274022,117018,277679,91415,533729,93092,94705,94592,95258,282247,86101,85989,87019,227459,231048,229526,229579,229645,234393,238095,241247,243524,245622,248321,250199,252850,254465,253684,253632,255167,258803,260229,259695,259649,200179,199672,199410,218645,259109,219342,345418,202286,346560,348141,204781,353148,357532,363681,366959,364749,369173,370006,121858,231474,72942,145271,299415,133345,170603,296069,303312,313218,321690,330803,338121,300684,161835,163911,166189,171113,354489,357658,363285,366723,371207,371009,370535,365475,364580,354752,272880
26560,8866,Plymouth,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Amador County,197898,277637,279425,281756,284728,288026,292857,197229,201262,205617,209070,211735,1430418,634569,516342,681615,207430,611631,1077653,1083477,1070973,1059798,1043948,1047355,1045373,1041022,1024387,1025554,589513,1051649,1070107,1105103,1127789,1168595,1176327,1207610,187300,926417,930642,934913,936484,934961,932600,934961,941380,778158,681322,1058920,498141,992048,1120800,572572,1042177,533213,966502,602431,990587,900538,802811,815064,451144,521878,650360,501022,506594,471983,480514,488011,493079,499171,501414,505132,507733,511422,514925,517265,520260,520076,518176,514805,511002,508403,503871,682078,578625,226560,518337,447062,454849,451437,389798,381637,376005,371587,365973,361788,358033,681219,1061716,1057595,328694,558751,542879,594857,573530,510073,502783,498113,492458,488878,487822,482452,478440,468452,465676,462693,465421,466235,469315,428805,1229743,470608,279389,283064,284402,285871,284312,283743,1233961,282121,342323,318228,315789,375442,374387,373893,371839,370053,367509,363070,358141,355112,355220,297723,413945,310879,476566,476577,295086,297956,300282,223535,225794,228759,747553,765502,323740,793205,379521,815947,392839,400995,408874,415664,418532,420157,422731,425553,352023,357583,438999,356564,353887,432285,355649,427029,460745,461787,466091,468227,468559,718004,424483,414101,427328,427869,416787,428085,420387,437233,440319,444405,114670,273138,272850,528334,453374,533486,278608,452089,279325,278652,277263,279548,550490,95111,94453,95318,89070,91992,92830,92656,90139,89103,87901,90320,94571,99338,101629,101207,100510,101015,103192,106062,109535,111693,111279,107294,102575,259651,259005,258308,199660,96144,200687,219923,261723,222362,222186,268181,221329,222480,223518,223517,222507,223886,225149,347372,214743,382453,132467,149614,73878,308475,174347,178540,182721,187519,194156,197928,414043,406793,414584,419929,427313,176255,180024,181195,183968,186894,189258,189721,188420,362673,363255,430853
