RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
39308,1761,La Verne,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,182085,182790,184374,186936,189467,192083,195196,277765,282839,287672,292823,298184,172725,2315185,1444970,1510152,684699,963315,532039,535893,539047,541772,544659,545090,542604,539736,540294,543672,960697,551290,557496,565742,572871,578825,582729,585806,164914,166235,167541,170427,173531,176641,179601,182764,186753,199101,193921,244687,248254,253307,257435,260469,222505,266055,126970,271890,131776,302610,135627,137851,359818,1374827,1390149,1408967,1417107,1431446,1448533,1471137,1490802,1513251,1526988,1538899,1549899,1558521,1566645,1569143,1582630,1590098,1594740,1595924,1594998,1596679,1596491,1207061,572619,571558,790199,2008825,1996338,1983709,710147,704961,700717,695397,691330,686475,684547,472834,674120,665016,667974,649959,645752,1687168,643411,629494,617911,600263,600080,599798,604224,604913,605711,586503,572070,560285,569856,580467,281075,282147,239599,149807,149322,150203,152020,151873,150112,146347,143584,142218,369511,365715,363541,257741,257227,256983,254343,254271,253054,251302,247844,244550,243407,345812,310012,219948,341435,341057,244825,246046,247089,2077684,2073729,2084017,2116558,2155646,2193072,1254782,1280633,1308957,1328019,1351788,1376017,1406569,1424845,1440058,1450243,1460874,1472800,1476776,1480101,1478406,1481236,1482824,1485230,2809684,385057,385990,388407,391886,395868,738032,379918,547261,1284522,1289688,545516,542015,541041,1256207,1274342,1299376,424560,473612,474640,477445,433807,339140,483557,439380,490031,494451,496102,497736,355031,492606,495294,496565,499149,501614,501206,501465,502198,506952,512479,516362,520278,524972,530135,533785,535916,538785,540072,541463,543448,547770,551088,551573,551386,575060,573919,573584,1244452,551794,1236026,1231822,573913,1242914,1248656,1255662,1257978,1268112,1276582,1282368,1271079,1260497,1264701,589085,612401,1321884,561427,507694,572788,982220,1260112,1281400,1303964,1330594,1372957,1407610,562667,750192,753438,758177,765810,772547,782738,793620,804199,803904,800988,790330,781519,771544,600596,872050
33836,1789,San Dimas,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,689113,692399,699040,711955,730372,748655,773431,199297,203383,207536,211427,215091,124244,544917,807006,803842,829959,689546,966991,968008,968826,967750,968498,963669,954632,947038,947359,953427,712650,967662,977166,986962,995480,1002286,1005399,1006852,257177,143559,145905,147714,151171,155064,158533,161685,165234,301462,169126,195776,197600,201224,204342,207934,331539,217244,269566,226658,273911,813102,279213,283451,164080,365049,371108,380069,388180,396448,404026,408256,406640,405182,405958,408860,412990,415162,419143,416666,416190,413000,410916,411645,412647,416978,419554,1600865,652304,651383,570409,788746,785422,782837,508702,504596,499177,492604,487560,482185,479106,1846697,462656,448559,478178,423241,414063,616505,404045,399496,392530,381923,373798,369117,365494,361521,356515,352078,348372,346268,343952,342273,592422,607475,280743,237425,235952,237900,240670,242936,242124,239317,235473,233769,798452,797718,797893,362737,361969,362009,359192,359654,358027,355385,349127,344585,345063,756387,1529717,257746,763478,766043,340732,341380,342141,249519,251860,255496,256390,259848,261459,2243820,2293201,2340594,2387108,2436606,2478137,2526097,2560365,2603670,2639228,2672083,2712888,2727414,2751704,2760903,2783999,2795895,2796232,343482,1445446,1437152,1456166,1477147,1501592,400211,744257,380915,548732,549559,384904,386063,388304,548004,553643,559981,1319443,329086,331286,334486,1382583,436310,339422,437745,343346,347727,350203,352815,452793,503706,504843,504388,506055,507304,506448,506043,507550,512454,517691,522025,526142,530775,534371,537305,538851,541501,541931,542214,543411,547295,549494,549486,547883,550084,549396,549811,574669,546542,573629,572826,554904,577518,579964,582902,585404,590264,595444,599731,598161,595849,597492,587829,597726,621014,1337385,568061,1357613,516054,992725,1007729,1028523,1056254,1087022,1107288,1431892,973611,982004,992610,1001946,1015255,1037333,1064124,1084493,1086858,1086517,1073152,1062026,1051143,1421258,850529
46178,1809,Lawndale,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,376235,378106,381872,389174,398019,407406,416325,797553,822596,839903,853164,866775,129877,691787,1650127,530129,1542397,841120,694695,700711,706813,713022,715619,713808,707840,703699,703708,707952,837145,718240,726797,737274,745657,751895,755851,758539,201627,170138,170022,171893,175108,180102,185014,189525,194308,189905,203081,168775,170074,174332,176464,178189,223186,186089,222491,194506,229317,720626,235543,239718,141243,168615,172611,177260,182124,187136,192244,197208,201956,205991,209719,213165,216466,220036,223620,227229,229893,232694,235048,237721,238602,238569,237460,422847,1212438,1209605,829132,569926,566549,562249,1963398,1942339,1921455,1899935,1883147,1865602,1857297,718756,1825831,1794377,759501,1734909,1711934,444352,1668366,1649070,1640559,1620842,1614376,1611854,1613709,1612319,1610399,1590018,1564368,1543201,1536822,1540393,342401,345867,616156,278008,277006,276803,278398,276879,275074,272399,269156,266285,141144,139688,137848,800678,798812,798327,788997,788899,785050,778727,766252,754874,755387,133538,442335,609018,132903,132998,768887,772911,778089,342374,341861,343617,346343,351667,356389,266704,273143,281599,290981,298355,306682,315243,322069,326347,328877,332830,337811,340494,342749,342184,342892,342178,343101,437217,2821931,2859985,2892361,2929389,2962934,1527379,404213,743791,382852,383486,746411,745496,741934,390878,393449,397625,564072,427262,428248,431554,578018,436434,437495,1349310,443157,446586,448507,449845,451268,357501,359599,361716,365083,368551,372219,375495,378305,381440,385938,390001,394934,399606,403583,405729,406586,408880,411528,413673,415917,418267,421017,422105,423696,545898,543146,542939,550333,430699,551073,552916,546058,558394,560916,564126,567596,573224,579517,584142,582174,579243,581233,470880,596629,606789,629088,1348543,640027,581034,520771,528219,536716,550410,563420,571998,1121680,564321,566659,567833,571651,578611,589631,601694,612286,614783,615418,607657,603184,598963,1239298,764352
34636,1984,Walnut,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,349421,351379,353750,361636,367720,377576,392234,424975,434229,442512,450720,456453,107623,560061,2366809,1473546,806174,1563598,853147,865811,872070,871624,867558,861043,848642,832508,823844,829927,1574746,843625,847202,852354,854941,859082,864032,868638,686445,259584,261902,265155,273694,280061,285331,287855,294626,237102,309124,205262,206365,210384,216243,219148,269469,226810,189443,245817,198470,1171706,210970,219029,287010,145370,148940,152630,156248,160882,166952,173550,180389,186027,190951,194600,198060,201678,205058,207200,208383,209688,210706,211901,212106,211548,210390,235903,331450,336215,1372769,830277,828290,828804,775966,769959,763616,756674,749431,737984,728841,512510,706341,688573,562953,649585,630777,727179,606056,594440,580854,566507,558421,554854,547827,539611,529423,513601,499523,489297,487837,489244,1546917,1569755,346627,618425,622228,629679,642686,647515,650277,646800,631347,616705,230945,228313,225200,136699,136890,136049,134826,134145,134915,135790,135255,133902,133356,224402,333954,308556,218810,218242,133767,135575,137468,779809,783321,788258,798548,811818,822624,365250,375104,386415,394085,400797,406268,413587,419525,424112,427821,431231,435969,438339,439756,439354,439151,438842,438597,928307,343784,344509,346003,348470,352281,2989067,1549341,405323,746109,749748,410237,412069,413995,750236,756469,767837,400764,426690,427726,431005,409720,1395265,436560,581066,440306,444321,447027,448800,1391787,455881,457345,457610,459014,460715,461734,463215,466116,470697,476252,480228,484944,490037,494577,497266,498429,501886,505122,508482,509427,510664,511429,510901,510017,423257,423913,425039,544359,505416,544656,544378,436941,551301,554569,557704,560640,566519,573229,578903,578091,576470,579441,536177,478897,604992,614162,635157,624359,1370820,587153,596652,609646,625862,644596,655411,575318,1436992,1438787,1442711,1446182,1459605,1482419,1516340,1546492,1554240,1562798,1537901,1528719,1463912,606960,1050011
32753,2345,Maywood,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,560863,565989,571352,582151,596547,607954,616293,412362,427230,432071,434805,439431,137626,848467,554590,823032,536964,805246,1570711,1577496,1580699,1589093,1599549,1603043,1599828,1585806,1579274,1577383,826322,1574765,1586316,1605565,1626389,1640966,1651810,1658491,590816,159821,161667,165796,171297,176019,178384,180660,184512,711072,195155,313628,317477,322093,325994,330105,765863,333901,237339,344083,251632,911539,260419,266709,243466,291445,293792,297119,300329,305329,310714,316250,321332,325604,330014,334091,338147,343317,348275,352985,356303,359798,362225,364855,365011,366220,365836,208889,800220,797268,531450,1369986,1364639,1358525,556337,550147,543288,534802,528274,521941,518417,794606,503935,490642,1212023,466380,454998,533194,436994,431494,424393,415605,408582,404700,401419,397681,394164,389065,385778,383843,384956,386170,487320,487249,1582981,344506,343490,344346,347067,345626,342287,337105,333068,330831,262727,262114,261623,224188,225174,224503,221159,218633,218703,219718,221028,222569,225362,258004,647818,1535309,258351,259643,218070,217864,216246,139405,140373,141642,142421,144976,147638,838681,852685,871580,882806,893254,898547,910317,920142,929149,934498,938010,944534,945224,945829,941208,940487,936801,934687,189011,436255,437091,440264,444541,449155,354545,3018123,1561445,407126,408562,1576538,1556940,1539846,416932,418829,422730,774951,1339533,1352435,1369185,800661,582151,1367317,416722,1333881,1356754,1367522,1377519,601011,453064,455157,456428,459315,461106,462757,464276,466705,470435,475625,480573,485002,490374,495537,498997,499675,500327,500384,500654,501611,504712,506834,507285,506756,506722,504194,503322,428092,508232,431804,433782,499761,440994,443944,446299,449669,456146,462602,467380,465453,463723,464530,539771,544655,485210,612143,620273,624595,647757,1383822,1402895,1432971,1475374,1527841,1561530,662419,1128675,1141785,1155398,1169985,1186918,1213724,1246663,1275128,1286277,1289611,1275942,1261950,1245377,690136,602368
27183,2378,South Pasadena,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,214140,215546,218297,223043,227909,231708,234296,622335,631549,644490,654382,664240,137024,514652,702524,1714428,1500854,542968,804204,804053,804939,809117,815883,818779,815612,813331,815256,820510,568253,834731,845701,859666,868290,873112,872018,870720,1012768,201286,202847,205211,208711,211283,214061,217757,226642,619568,244322,201567,204653,211790,218127,221705,672981,223392,337613,229258,350899,1009579,366175,373617,224730,247272,249836,252188,254666,258025,261570,265332,269282,273560,277891,282264,286222,291070,295160,299351,302486,305715,308476,312169,313998,314257,311565,365482,751147,755337,1007266,533134,531396,531505,825843,823589,818388,812183,807019,802024,799419,598343,785761,773385,457291,749347,736680,1180546,720439,715050,707996,694983,690773,688921,689791,685780,683475,678159,678074,677500,679964,681732,389708,394853,482056,1587411,1599808,1618215,1645521,1645071,1646079,1631406,1615590,1594141,604642,611208,616924,261755,260573,261248,260191,261173,261187,261695,260413,258776,258429,598901,550608,440217,614068,621005,260651,261837,263025,216613,217916,221834,223983,228953,234206,151525,154756,158857,162394,166703,170298,173843,176892,178753,180901,181750,183711,184800,186313,186931,188115,188470,189030,307274,924609,925798,932055,941647,956844,453889,356760,3029911,1583611,1603755,358774,2984967,2952955,1576824,1601777,1633463,425355,568773,570441,574725,434907,413036,580002,807207,583493,590617,593906,596649,429017,1404406,1414431,1417294,1423932,1432650,1406939,1388738,1375649,1400261,1424075,1443774,1463006,1482853,1497969,1512565,1515587,1519674,1493332,1476700,1461371,1479019,1488771,1491656,1491119,505518,503943,504059,504050,1484002,502143,500290,506839,503328,506063,509075,512073,517626,524210,529937,528430,526569,527763,1531263,547849,552132,490884,619415,498121,629284,655277,665116,678265,696821,717829,731175,1581899,575645,576632,578661,580609,584480,591758,602471,615124,619286,621480,614936,611206,606193,1741507,1366356
9840,2430,Agoura Hills,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,272776,274660,277150,282364,288777,295759,303032,237154,239723,242352,244496,246685,181953,653440,568973,2400866,835184,1500563,546490,551402,557462,563576,568723,569290,565375,560081,559004,562995,1444065,575137,584318,590474,593421,592885,593942,595927,764722,690345,694953,698296,701428,703614,703744,704955,707887,1017297,715269,246020,246789,249812,256481,261788,1105039,275069,227658,287268,230691,1903698,236091,237868,272533,229610,232846,235715,238448,240647,244604,250767,256942,259893,263525,263468,264427,266606,270219,276014,279660,283046,284675,283359,281949,276678,275083,309318,300171,298122,966155,1010930,1011994,1010775,1345614,1330820,1315467,1301640,1290026,1278389,1271274,1263597,595102,582940,876054,559537,548751,404305,515536,500314,492402,480987,484633,487912,496789,502196,515770,529311,544215,546629,541480,536944,686934,698648,396281,478413,478055,479439,482853,480815,478755,471968,465390,459439,328416,327639,327495,623029,624144,626573,623408,626936,629316,616913,600889,586423,592821,311539,1041207,332226,308081,308705,628549,637020,643915,263228,263341,264595,267046,271133,274202,243169,251003,259961,265212,269079,272533,276942,281655,286204,291208,294883,297697,298785,301394,302439,304938,305667,307076,342044,190035,192066,194472,196590,199017,970858,456353,355821,3062457,3086096,459313,360439,361397,3006630,3043523,3078702,1648878,403805,404514,407424,1695467,807502,414346,440788,419798,423219,425606,426670,832270,605524,608608,608647,610427,612806,613876,616273,618085,622222,626274,630635,635504,641530,647702,652884,654032,656425,657021,659983,661928,665780,667848,667669,667392,1485808,1482397,1481912,505892,665466,506847,506490,1422639,510327,512488,514962,517795,522555,529197,534379,533958,531858,533022,723574,1563482,557060,556972,494284,563657,630546,634754,643331,656701,674861,694376,706348,740539,665389,669423,675840,680777,688268,700638,714991,727117,727408,724919,711512,701123,690481,791820,1232253
31134,2477,Cudahy,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,221723,223961,225448,228605,231352,234368,237391,310985,319410,329013,337640,345959,279086,583577,861887,555365,1760735,843708,1490460,1464352,1455639,1449616,1455672,1448926,1441344,1429075,1431335,1436773,859482,1456078,1472284,1498213,1516095,1525000,1523247,1527262,871559,595311,600601,603910,607784,610713,612298,613800,616595,800519,623482,719517,726699,733760,743135,753505,860126,780166,280845,796914,294485,1039028,311712,321000,381970,276995,280667,282637,286116,291645,295240,298032,298238,301307,303370,306816,308447,311022,312341,313672,316142,320274,328502,335668,341688,344110,340302,273367,289002,290102,570263,967009,962160,958702,530654,529555,525552,519026,513206,507652,503532,496412,1247869,1229007,843025,1201102,1192061,854970,1173424,1155045,1140102,1116819,1109386,1107963,1111946,1113826,1108883,1090910,1073816,1063063,1063600,1065948,541503,550481,703674,394465,392942,395590,399282,399768,397621,392473,385985,380297,1576059,1576054,1578918,328424,328330,327906,324912,324434,323916,322195,317474,312963,312143,1529206,271971,648837,1543381,1551486,310210,312657,314334,629714,617892,611897,627380,647379,662749,280243,285993,292546,296835,301684,306710,311636,315894,319309,322719,325616,329838,332052,334433,334515,337568,339379,341743,904989,307925,309818,312715,316353,320632,201971,980588,455903,356630,357811,1012713,460072,461517,364430,367065,370653,3111250,782153,785754,793977,3219688,437337,805288,1668924,810163,820744,824329,827924,452951,430774,433234,434518,437434,439422,441419,442704,444458,447118,451792,456031,460229,464425,469156,472939,475444,478192,480023,481156,481804,483764,486010,486551,484426,666344,665442,664904,1481644,480130,1454802,1437309,666794,1442274,1451385,1461734,1468654,1487535,1503357,1512833,1504248,1493800,1506387,512136,735404,1581660,564800,560319,575815,501309,634819,641229,651938,665979,683659,693126,712474,1589517,1603382,1617812,1629122,1650626,1688025,1736274,1778467,1791011,1796207,1774773,1761516,1743078,748633,609972
47547,2485,San Fernando,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,186859,188874,190222,193039,195513,198126,200851,240289,243055,246127,248659,251535,320158,977989,514519,715071,2436287,1774917,847216,846675,845979,847452,852940,853490,850912,846606,846980,851644,1828152,870907,883617,897548,905942,909283,907844,907854,1672871,1019487,1027869,1029535,1028831,1024825,1020845,1017081,1016589,893702,1022568,627666,633978,641099,650214,660905,947477,686767,789275,704119,801927,729180,824283,831323,237787,387437,395762,405483,416394,425973,435329,444188,450398,454589,458894,466731,472769,478721,484235,487564,490425,492935,496804,499673,500310,497619,498380,335755,485243,491412,648001,570283,568191,565066,1001241,990820,978111,964833,955413,946882,938733,929451,485252,471261,485813,441707,424175,780989,386735,370024,355881,341433,331697,325611,322277,317470,311001,304779,301584,298856,297605,295276,1072291,1086500,554213,704138,703728,707855,714247,713044,709637,700510,689305,678082,456323,456360,458030,1589080,1590324,1594538,1582367,1586964,1586369,1573137,1548943,1526518,1527712,441498,723503,557293,439342,441118,1556638,1565045,1575495,315431,316135,318758,320769,324983,328381,681085,697844,720116,738286,753912,768740,788771,808901,822208,833594,842011,856109,863266,873076,878795,887001,892506,896377,404691,342870,344747,347850,351158,354779,324512,204691,981294,456227,458598,210029,1026993,1038705,466494,471475,477645,372875,427942,428931,432324,382654,1712995,438139,3189714,444583,448302,449990,450883,1740239,836998,840406,841422,845432,849098,848787,849736,852002,860102,869836,877441,884855,893300,901361,908512,910971,914784,916684,919023,921535,926402,929677,929989,928416,481545,478775,479093,665280,920842,662768,663038,475116,673909,678424,681543,685913,693679,703725,710672,709237,707059,712868,984963,520220,745487,1592112,571491,1599720,568121,505157,510556,520363,533662,548046,556339,699013,746294,752537,759354,764422,774718,791600,809719,824806,825891,825717,812772,802517,791545,727044,690439
37688,2510,Calabasas,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,336694,339870,341900,346176,349779,353622,357518,203463,206171,209023,211389,214189,527444,454988,655346,571511,553292,2458056,1769969,1767743,1789666,1813363,1835792,1839481,1821431,1807823,1791009,1812005,2542065,1863406,1898895,1940694,1971267,1988630,2004316,2024359,873900,770405,775348,775935,777833,782468,785033,790375,795810,1660671,804303,1030358,1042276,1054726,1068834,1085060,1782017,1125130,695979,1145406,709976,1723597,731880,739756,331018,239315,240752,246492,251468,257926,259598,262443,266230,270114,272786,276207,279081,281816,281649,282837,283039,285246,288811,293715,294573,294707,293086,498972,498815,498090,1210320,644679,639982,635719,952813,946348,940422,930556,927239,914389,905245,891424,914051,897348,549668,862568,850842,452734,861278,864358,852858,835498,822107,810652,800509,786967,779583,767612,763435,759404,759387,760433,295910,297558,1093730,548901,544251,539107,540217,536081,532061,521392,529044,537430,375882,373766,370947,458917,458237,456958,452729,452076,450698,448041,443123,438764,440508,335336,640356,1040678,329831,328866,445169,450717,454747,1572988,1568388,1576921,1599713,1635060,1654306,334145,339652,347383,354835,361852,368077,373999,378828,381932,386906,391798,398022,400424,402346,403029,404546,405164,405954,1926521,916853,936403,954519,972167,989082,358763,326578,206352,987544,999282,326887,210316,210395,1051916,1063441,1080061,482685,1659506,1661746,1680166,499636,3258545,1682775,388416,1660102,1693814,1709642,1720926,3266405,454611,456286,457482,460176,462481,463969,465271,467239,470106,474802,478723,482884,487510,492090,495932,498089,500719,501608,502515,502380,504186,504818,504639,504555,924880,920261,917765,479410,505544,477487,475321,909540,478467,482029,485550,488433,493654,500640,506921,506972,505177,505431,541765,1006540,528958,754399,1595686,764365,580759,572752,579248,589296,601939,616957,623391,561552,713503,717071,722843,728869,737100,750768,764983,777817,779650,780820,768979,758612,748770,584824,1740942
10734,2673,Castaic,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,326547,330033,332243,336816,340432,344268,348239,361246,364959,369215,372885,377272,208232,137153,591141,868976,718809,555124,2483129,2515556,2530503,2535495,2526816,2508802,2500026,2486377,2508912,2528528,548084,2554644,2569750,2601717,2625405,2645699,2645995,2645655,600608,875188,883708,890761,896134,897968,896430,894503,893401,899484,892629,808382,816441,823701,832842,845421,978631,877730,1136381,897311,1154603,1063146,1187613,1194783,834644,337245,345557,355987,366321,375656,386951,398263,407234,412602,415228,421051,423083,429654,434056,438944,442722,445189,452196,461300,465317,466021,466477,292304,3126728,3113590,338696,1212770,1214994,1206460,559737,554899,549429,543307,538220,532873,529122,523221,880032,864548,1071011,819654,797450,519865,775956,761804,745400,725815,720252,720453,717272,708387,697739,689311,684537,682566,677415,673521,763004,769340,299444,1093545,1100183,1109716,1125804,1123380,1120691,1109344,1099639,1090191,668771,667787,667795,369264,366911,364810,359866,357080,353208,348134,341598,336905,336147,647164,361857,272457,649220,652455,327057,326817,326095,455859,458315,462958,470294,478511,485700,1682665,1707455,1747968,1779948,1807668,1827779,1856376,1881903,1901241,1916464,1926313,1947874,1958007,1967995,1961588,1957025,1956720,1962609,601023,403722,403008,403932,406973,411816,1007100,362230,325517,207809,209480,366986,326743,326389,211485,213396,216224,1093474,3134195,3147753,3182687,1157598,385223,3216465,502007,3160087,3198123,3212434,3233978,402122,1755913,1769225,1774753,1783493,1796877,1768179,1753175,1742712,1772694,1800457,1816992,1833225,1849175,1866640,1880590,1885614,1897214,1870322,1852270,1829933,1848109,1854311,1854109,1853532,503324,503068,503537,918533,1865132,915051,910382,506217,917104,922971,928589,933909,944564,956605,967007,964369,959730,966029,1917861,550322,1021560,535187,759796,543591,1613070,584021,589660,599993,614410,630269,638751,627811,697380,698005,700583,703772,710292,723695,738827,752744,752026,752691,740590,731825,724296,660837,792828
118878,2736,West Carson,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,209803,211902,213426,216542,219277,222220,225375,352185,356082,360368,363956,368133,328887,173967,989813,516441,579005,723831,567556,581053,584473,587121,580021,576375,561973,550438,543518,546121,728252,550939,551943,567305,585686,605006,615740,616599,1536037,1683968,1698126,1697272,1699619,1699278,1696455,1685154,1672446,631737,1662750,891974,897539,905572,915589,928190,679894,970761,888761,992997,902056,2186117,922978,931598,743069,844044,856024,869887,879693,890335,901925,910591,918710,926542,935271,942494,938821,939919,943211,953729,956569,955481,952984,949999,945705,941963,935742,465235,3192213,3201262,794704,340360,337214,336032,629174,622244,615284,608003,601580,592000,585081,579886,513277,499847,290389,474491,462311,1036708,446240,442186,436297,427221,420200,416083,413541,412262,408839,404865,401401,399194,397353,395256,673088,680791,765848,299766,302306,304505,308248,306178,303529,297695,296194,294299,553465,551303,535890,671079,670497,671216,665910,666454,664374,660057,652439,645117,646231,554235,367602,725051,576278,586316,653307,653972,653646,327300,328251,329757,331353,335573,340239,495820,505864,517167,526259,537271,549766,563264,570470,574178,580482,588492,597991,601817,604635,604019,606574,607914,609121,428892,1893447,1862723,1881675,1898120,1920155,416559,1024765,363786,325433,326699,1078414,368243,369610,329717,331291,334571,218181,375403,377345,380133,227400,503247,386863,1202654,390648,394353,397051,399069,514660,3301238,3329423,3334222,3350593,3372802,3335194,3296566,3260241,3298195,3347906,3388366,3433688,3464005,3487249,3488910,3490937,3502946,3474673,3453770,3432034,3457827,3476703,3474624,3471960,1848855,1844191,1844970,504735,3449547,503978,504142,1823524,510842,514045,517190,519573,524929,531022,536307,535053,533028,534606,3306655,1959803,559146,1029126,539383,1032601,772890,1623904,1638052,1661613,1698581,1751378,1784938,646870,563934,566959,571102,573231,578560,585782,595790,605009,606630,607737,598412,590726,584309,694113,749075
